Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2025_Q1,2025_Q2,2025_Q3,2025_Q4,Total
Cod-Reimagine Roofing,AZ,2786,8756,1,Genki,,,,,,,,,,180.4,,,,,,,180.4
82047 Jordan Solar,MT,2748,0,6,Genki,,,,,,,,,,902,902,1804,902,,,,4510
Synergy Electric,ID,2758,5951,1,Genki,,,,,,,,,,16.6,,,,,,,16.6
Panel Masters Of Nj,N,2765,0,3,,,,,,,,,,,270.6,,180.4,,,,,451
Nuwatt Energy,CT,2767,224,1,RyanW,,,,,,,,,,126.28,,,270.6,,,202.95,599.83
American Solar Repair-Cod,MD,2794,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Sun Rite,RI,2803,224,1,RyanW,,,,,,,,,,,360.8,,,,,,360.8
Solar Medix Llc,NJ,2808,0,3,RyanW,,,,,,,,,,,1353,,360.8,,,,1713.8
Ecojiva,MI,2832,3287,1,Guy,,,,,,,,,,,,,,,,,0
Coop Berlin,NJ,2833,0,5,RyanW,,,,,,,,,,,83,332,,,,,415
Hi Low Roofing,FL,2823,5621,1,RyanW,,,,,,,,,,,338.25,,,,,,338.25
Blue Raven Solar,FL,2839,5621,1,RyanW,,,,,,,,,,,45.1,,,,,,45.1
One World Energy,AZ,2816,8756,1,Genki,,,,,,,,,,,,,,,,,0
**Cod** Detach Reset Solar Llc,CO,2847,1875,1,Genki,,,,,,,,,,,,4.15,27.06,,,,31.21
Greenspire Llc,CA,2825,6435,1,Genki,,,,,,,,,,,708.07,,,,,,708.07
Ac-Dc Upgrade Llc,IL,2842,0,2,Guy,,,,,,,,,,,,,,,,,0
Terrasol Energies,PA,2802,5887,1,RyanW,,,,,,,,,,,18.04,,,,,,18.04
"Palmetto Clean Technology, Inc",NV,2813,6254,1,Genki,,,,,,,,,,,284.13,,,,,,284.13
Ambia Energy Llc,PA,2841,5944,1,RyanW,,,,,,,,,,,90.2,,,,,99.22,189.42
The Solar Cowboys,OK,2800,237,1,Guy,,,,,,,,,,,,,,,,,0
One World Energy,CO,2815,2685,1,Genki,,,,,,,,,,,,,,,,,0
Cod Direct Energy,FL,2836,8018,1,RyanW,,,,,,,,,,,198.44,,,,,,198.44
81919 Smuckers Sales & Service,PA,2844,0,6,RyanW,,,,,,,,,,,1082.4,721.6,,360.8,,,2164.8
Rose Services & Solutions,FL,2811,5621,1,RyanW,,,,,,,,,,,315.7,,902,,,,1217.7
Bright Sun Energy,FL,2837,8018,1,RyanW,,,,,,,,,,,90.2,,,,,,90.2
The Next Energy,LA,2801,3258,1,RyanW,,,,,,,,,,,45.1,,,,,,45.1
Solartek Distributors,TX,2805,236,1,Genki,,,,,,,,,,,180.4,,,,,,180.4
Solarships Installation Servic,AZ,2807,8756,1,Genki,,,,,,,,,,,,,,,,,0
Im Sustainable,MO,2822,6640,1,Guy,,,,,,,,,,,902,,,,,,902
"4988472 Off Grid Innovations, ",CO,2846,0,6,Genki,,,,,,,,,,,,,,,,,0
Lumio Hx Inc,OK,2819,5364,1,Guy,,,,,,,,,,,2181.1,,,,,,2181.1
Freedom Solar Power,SC,2829,1132,1,RyanW,,,,,,,,,,,902,,,,,,902
Freedom Forever,FL,2830,4560,1,RyanW,,,,,,,,,,,1064.36,,,,360.8,,1425.16
Cod Sales - Auburn,IL,2835,224,1,Guy,,,,,,,,,,,,,,,,,0
4992120 Gotsolar4you,VA,2845,0,6,RyanW,,,,,,,,,,,,,,,,,0
Senergy Solar Cayman Ltd,FL,2810,4560,1,RyanW,,,,,,,,,,,1082.4,360.8,7125.8,3202.1,,2074.6,13845.7
Qkm Consulting*3,RI,2848,0,4,RyanW,,,,,,,,,,,83,,,,,,83
Orlando - Ray,FL,2814,5621,1,RyanW,,,,,,,,,,,45.1,,,,,,45.1
Nivo Solar Llc,FL,2817,8618,1,RyanW,,,,,,,,,,,180.4,,,,,,180.4
Green Chile Solar Llc,NM,2828,148,1,Genki,,,,,,,,,,,166.87,,,,45.1,,211.97
Elite Solar Group Llc,FL,2831,8018,1,RyanW,,,,,,,,,,,90.2,,451,,,,541.2
Blue Wave Solar Energy Llc,TX,2838,237,1,Genki,,,,,,,,,,,90.2,,,,,,90.2
Star Electric,MT,2804,4639,1,Genki,,,,,,,,,,,,,,,,,0
Skyline Solar Llc,NJ,2809,5887,1,RyanW,,,,,,,,,,,76.67,36.08,36.08,72.16,18.04,,239.03
Integrity Solar & Home Solutio,NJ,2821,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Colorado Outdoor Contractors L,CO,2834,1875,1,Genki,,,,,,,,,,,,,,,,,0
89194 Castle Energy,NJ,2843,0,6,RyanW,,,,,,,,,,,451,,,,,,451
Solarships Installation Servic,IL,2806,8756,1,Guy,,,,,,,,,,,,,,,,,0
R&K Solar Llc,FL,2812,5621,1,RyanW,,,,,,,,,,,225.5,,,992.2,,,1217.7
Nebraska Solar Providers,NE,2818,5415,1,Guy,,,,,,,,,,,,,,,,,0
"Green House Solar & Air, Inc (",FL,2826,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Lucent Energy Management,NJ,2820,0,3,RyanW,,,,,,,,,,,270.6,,,,,,270.6
Heliogold,CA,2824,7133,1,Genki,,,,,,,,,,,130.79,,,,,,130.79
"Green Energy Options Of Keene,",NH,2827,4991,1,RyanW,,,,,,,,,,,225.5,,,,,,225.5
Best Solar Homes,MD,2840,236,1,RyanW,,,,,,,,,,,,,,,,,0
Nw Diy Solar,WA,2867,8187,1,Genki,,,,,,,,,,,270.6,,,,,,270.6
Ambia Energy Llc,IL,2896,4950,1,Guy,,,,,,,,,,,721.6,,,,,,721.6
Revision Energy,ME,2861,0,2,RyanW,,,,,,,,,,,,,,,,,0
"Solar Works Energy, Llc",TX,2854,4029,1,Genki,,,,,,,,,,,270.6,,,,,,270.6
*Cod* Solphos,WA,2900,8064,1,Genki,,,,,,,,,,,173.2,,,,,,173.2
Efficient Electrical Solutions,MA,2889,4431,1,RyanW,,,,,,,,,,,270.6,,,,,,270.6
Dc Electrical Contractors Llc,FL,2890,8618,1,RyanW,,,,,,,,,,,,,,,,,0
Victor Rebolla,CA,2849,6435,1,Genki,,,,,,,,,,,180.4,,,,,,180.4
Sunny Day Electric,CA,2852,1024,1,Genki,,,,,,,,,,,180.4,22.55,,180.4,225.5,90.2,699.05
Solar Fix Texas,TX,2856,236,1,Genki,,,,,,,,,,,83,,,180.4,,,263.4
Freedom Forever,PA,2884,6435,1,RyanW,,,,,,,,,,,378.84,,,,,,378.84
Elevate Roofing And Solar - Co,FL,2888,8618,1,RyanW,,,,,,,,,,,541.2,,,,,,541.2
8m Solar,VA,2899,6058,1,RyanW,,,,,,,,,,,18.04,,,,,,18.04
Solar Topps Llc,AZ,2855,8756,1,Genki,,,,,,,,,,,,,,,,,0
Off Grid Energy Solutions Dba ,ID,2866,5951,1,Genki,,,,,,,,,,,,,,,,,0
Innovative Solar Nature Coast ,FL,2876,8018,1,RyanW,,,,,,,,,,,180.4,,,,,,180.4
Green Brilliance,PA,2881,9106,1,RyanW,,,,,,,,,,,90.2,,,,,,90.2
Geoscape Solar,NJ,2883,4598,1,RyanW,,,,,,,,,,,356.29,,,,,,356.29
Energy Renovation Center,TX,2886,237,1,Genki,,,,,,,,,,,631.4,,,,,,631.4
Interconnect Electric,MD,2874,9106,1,RyanW,,,,,,,,,,,85.69,451,,,,,536.69
"Baseline Solar Solutions, Llc",VA,2895,6408,1,RyanW,,,,,,,,,,,,,,,,,0
Abc Supply Co. Inc.,WI,2898,0,2,Guy,,,,,,,,,,,4374,1458,,,,,5832
Cod-Detach And Reset Solar,FL,2891,8018,1,RyanW,,,,,,,,,,,360.8,1082.4,1533.4,586.3,,,3562.9
"Aeps Electric, Llc.",NJ,2897,0,3,RyanW,,,,,,,,,,,270.6,,,,,,270.6
Cod Employee Sales,CA,2892,6435,1,Genki,,,,,,,,,,,,,,,,,0
R&T Yoder Electric,OH,2862,0,3,Guy,,,,,,,,,,,,,,,,,0
Infinity Solar Usa - Tml,TX,2877,237,1,Genki,,,,,,,,,,,90.2,,,,,,90.2
Summit Solar,NJ,2853,5887,1,RyanW,,,,,,,,,,,4.51,,,,,,4.51
Energy Insight,CO,2887,1875,1,Genki,,,,,,,,,,,9.02,,,,,,9.02
Tampa Bay Solar,FL,2851,8018,1,RyanW,,,,,,,,,,,18.04,,306.68,631.4,902,,1858.12
Solar Bear (Fl),FL,2857,8018,1,RyanW,,,,,,,,,,,,22.55,,,,,22.55
Sheepscott Sound And Solar,ME,2860,4422,1,RyanW,,,,,,,,,,,54.12,,,,,,54.12
J&C Energy Enterprise Llc,FL,2873,8018,1,RyanW,,,,,,,,,,,708.07,261.58,315.7,437.47,,,1722.82
"Simplestar, Llc",IN,2859,1045,1,Guy,,,,,,,,,,,451,,,451,451,,1353
Power Up Solutions Llc,CA,2863,6435,1,Genki,,,,,,,,,,,,,,,,,0
Paap Electrical Contracting Ll,WI,2865,4407,1,Guy,,,,,,,,,,,,,,,,,0
Nelnet,CO,2869,2459,1,Genki,,,,,,,,,,,,,,,,,0
Fmnm General Services,FL,2885,5621,1,RyanW,,,,,,,,,,,,,,,,,0
Big Wave Roofing & Solar,NJ,2894,5887,1,RyanW,,,,,,,,,,,9.02,,,,,,9.02
**Cod**Best Life Solar**,CO,2901,1875,1,Genki,,,,,,,,,,,,,,,,4.51,4.51
Velocity Energy & Home Solutio,,2850,0,3,,,,,,,,,,,,,,,,,,0
Smedouts Services,FL,2858,5621,1,RyanW,,,,,,,,,,,1353,2255,3202.1,2976.6,,,9786.7
Grid Llc,MO,2880,6640,1,Guy,,,,,,,,,,,90.2,,,,,,90.2
Blue Raven Solar,MN,2893,4664,1,Guy,,,,,,,,,,,,,,,,,0
Mirasol Solar Inc,FL,2871,8018,1,RyanW,,,,,,,,,,,1082.4,202.95,3134.45,1804,3968.8,,10192.6
"Ilumen, Llc",IL,2878,4950,1,Guy,,,,,,,,,,,18.04,90.2,,,,,108.24
Grid Solar And Electric,TX,2879,237,1,Genki,,,,,,,,,,,90.2,,,,,,90.2
"Plugpv, Llc",FL,2864,8618,1,RyanW,,,,,,,,,,,90.2,,,,,,90.2
Nexa Solar Llc,CO,2868,1875,1,Genki,,,,,,,,,,,,,,,,,0
Jason Jaggard,NJ,2872,0,3,RyanW,,,,,,,,,,,90.2,,90.2,,,,180.4
Integrate Sun,CA,2875,5040,1,Genki,,,,,,,,,,,820.82,,,,563.75,,1384.57
Morrison Roofing And Solar,KS,2870,9439,1,Guy,,,,,,,,,,,9.02,,,,,,9.02
Great Sky Solar,MA,2882,0,4,RyanW,,,,,,,,,,,166,,,166,,,332
Pennsauken,NJ,2906,0,5,RyanW,,,,,,,,,,,721.6,1443.2,,,,,2164.8
Palmetto Clean Technology,MD,2969,9106,1,RyanW,,,,,,,,,,,180.4,,,,,,180.4
Cod-Solar Fix Az,AZ,2982,8756,1,Genki,,,,,,,,,,,,,,,,,0
Pmk Contractors Llc,NJ,2968,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Castle Energy,PA,2947,0,3,RyanW,,,,,,,,,,,180.4,2435.4,270.6,1533.4,90.2,270.6,4780.6
Worcester County Electrical,MA,2956,224,1,RyanW,,,,,,,,,,,,90.2,,,,,90.2
Beacon Solar,RI,2988,4431,1,RyanW,,,,,,,,,,,,,,,,,0
4990821 Tri State Solar Servic,NJ,2953,0,6,RyanW,,,,,,,,,,,270.6,,,,,,270.6
1655 Exact Energy Partners Llc,PA,2955,0,6,RyanW,,,,,,,,,,,902,,541.2,902,,,2345.2
Nedes Llc,MD,2972,236,1,RyanW,,,,,,,,,,,604.34,,,,,,604.34
Cosmo Solaris,TX,2946,0,2,Genki,,,,,,,,,,,583.2,,,,,,583.2
Insight Ventures Llc,MA,2944,0,4,RyanW,,,,,,,,,,,332,166,,581,,,1079
Valectric Llc,TX,2957,1987,1,Genki,,,,,,,,,,,153.34,1032.79,153.34,,,,1339.47
Green Saving Green Llc,TX,2945,0,2,Genki,,,,,,,,,,,972,,,,,,972
Ethical Energy,PA,2979,5944,1,RyanW,,,,,,,,,,,225.5,396.88,,,,,622.38
4991666 Jc Installs,FL,2951,0,6,RyanW,,,,,,,,,,,,,,,,,0
Straightup Solar,IL,2959,6640,1,Guy,,,,,,,,,,,,,,,,,0
Cod-Advanced Technologies,NM,2984,4029,1,Genki,,,,,,,,,,,225.5,,,,,,225.5
Cdl Electric,MO,2985,3584,1,Guy,,,,,,,,,,,,,,,,,0
9319 Solar Specialist Inc.,FL,2949,0,6,RyanW,,,,,,,,,,,180.4,,,,,,180.4
Storm Pro Energy Llc,AZ,2960,8756,1,Genki,,,,,,,,,,,,,,,,,0
Dba Omicron Solutions,NM,2981,1987,1,Genki,,,,,,,,,,,,,,,,,0
Solar Energy Group Hub,DC,2963,9106,1,RyanW,,,,,,,,,,,496.1,,,,,,496.1
Paladin Power,CA,2970,7133,1,Genki,,,,,,,,,,,90.2,,,,,,90.2
Lgcy Power,TX,2975,4391,1,Genki,,,,,,,,,,,545.71,1425.16,,,,,1970.87
Lgcy Power,IL,2977,6640,1,Guy,,,,,,,,,,,965.14,7319.58,460.02,,,,8744.74
Robinhood Solar Dba Ethical En,,2904,0,3,,,,,,,,,,,,,,,,,,0
Limitless Electric Llc,TX,2974,3273,1,Genki,,,,,,,,,,,834.35,,,,,,834.35
"81222 Mirasol Solar, Inc Dba M",FL,2950,0,6,RyanW,,,,,,,,,,,360.8,,721.6,,,,1082.4
Tri Solar,WA,2958,8801,1,Genki,,,,,,,,,,,,,,,275.11,,275.11
Premier Power,OK,2966,5364,1,Guy,,,,,,,,,,,676.5,,,,,,676.5
Northwest Scada,BC,2907,0,2,Guy,,,,,,,,,,,,,,,,,0
Marcor Construction Solar,NY,2943,0,4,RyanW,,,,,,,,,,,,,,,,,0
Bluenergy Llc,FL,2987,8018,1,RyanW,,,,,,,,,,,541.2,,,,,,541.2
Sunation Solar Systems Inc,NY,2902,0,4,RyanW,,,,,,,,,,,415,5146,7304,4182.2,4329.6,,21376.8
Solar Quote/ Subcontractor Hub,CA,2961,6435,1,Genki,,,,,,,,,,,,,,,,,0
Rock Solid Electric,WA,2965,8187,1,Genki,,,,,,,,,,,270.6,,,,,,270.6
Perihelion Solar,AR,2905,0,2,Guy,,,,,,,,,,,388.8,,,,,,388.8
Onsite Energy Inc,NJ,2971,1670,1,RyanW,,,,,,,,,,,1849.1,,,,,,1849.1
Mountain Solar Llc (Co),CO,2973,1875,1,Genki,,,,,,,,,,,4.51,13.53,,,,,18.04
Bracket Ut Llc,PA,2986,5944,1,RyanW,,,,,,,,,,,,,,,,,0
4991369 Solartek Distributors,CO,2952,0,6,Genki,,,,,,,,,,,270.6,,,,,,270.6
Empire Solar Solutions,PA,2980,1670,1,RyanW,,,,,,,,,,,360.8,,,,,,360.8
9319 Solar Specialist Inc.,OH,2948,0,6,Guy,,,,,,,,,,,,,,,,,0
Solar Energy Group Hub,MD,2962,9106,1,RyanW,,,,,,,,,,,1366.53,9227.46,4068.02,2070.09,279.62,,17011.72
Porticade Dba Action Solar,CA,2967,6435,1,Genki,,,,,,,,,,,,,,,,,0
Lgcy Power,MO,2976,6640,1,Guy,,,,,,,,,,,189.42,,,,,,189.42
Cod-Meta Power Llc,TX,2983,1987,1,Genki,,,,,,,,,,,,,469.04,,,,469.04
30039 Independence Renewable E,IL,2954,0,6,Guy,,,,,,,,,,,360.8,,,,,,360.8
Solar Elite,PA,2964,5887,1,RyanW,,,,,,,,,,,415,193.93,,,,,608.93
Gotsun-Gosolar,RI,2978,4431,1,RyanW,,,,,,,,,,,,,,,,,0
A&G Electric,CA,2989,6552,1,Genki,,,,,,,,,,,,,,,,,0
360 Electric,IL,2990,5885,1,Guy,,,,,,,,,,,83,,,,,,83
Summit Solar Solutions Llc,CT,2903,0,4,RyanW,,,,,,,,,,,498,,,,,,498
Simplicity Power Llc,TX,3005,237,1,Genki,,,,,,,,,,,,1646.15,293.15,,,,1939.3
Sattler Solar,CA,3007,7133,1,Genki,,,,,,,,,,,,,,,,,0
Cod Only,VA,3028,9106,1,RyanW,,,,,,,,,,,,811.8,,,,,811.8
Sunnova,CA,2997,7133,1,Genki,,,,,,,,,,,,,270.6,,,,270.6
Sunwise Energy Llc,PA,2994,8460,1,RyanW,,,,,,,,,,,,721.6,631.4,414.92,2850.32,2706,7324.24
Commercial Solutions - Colorad,CO,3027,1875,1,Genki,,,,,,,,,,,,9.02,,,,,9.02
Baystate Renewables,MA,3029,224,1,RyanW,,,,,,,,,,,,90.2,,270.6,,,360.8
Invaleon Technologies Corp*,NH,3016,0,4,RyanW,,,,,,,,,,,,,,,,,0
4205528 Elkins Sustainability ,TN,3038,0,6,Guy,,,,,,,,,,,,,,,,,0
Sunrun,MD,2995,9106,1,RyanW,,,,,,,,,,,,90.2,,,,,90.2
"Revision Energy, Inc.",NH,3009,4422,1,RyanW,,,,,,,,,,,,451,,451,451,451,1804
Evolution Energy,CT,3022,1670,1,RyanW,,,,,,,,,,,,270.6,,,,,270.6
Sunnova Energy - Local Orders,TX,2996,0,3,Genki,,,,,,,,,,,,360.8,,,,,360.8
Solar Panther,IL,3000,5885,1,Guy,,,,,,,,,,,,1262.8,721.6,,83,,2067.4
Jj Energy Inc.,CA,3015,5733,1,Genki,,,,,,,,,,,,135.3,,,,,135.3
"Greenlink Solar Solutions, Inc",IL,3019,4950,1,Guy,,,,,,,,,,,,451,,,,,451
Integrity Solar & Home Solutio,DE,3017,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Atlas Solar Solutions,CO,3032,1875,1,Genki,,,,,,,,,,,,,,,,,0
Allcities Solar And Electric,WA,3034,8801,1,Genki,,,,,,,,,,,,664,,613.4,451,,1728.4
Shaun Martin,NJ,3006,0,3,RyanW,,,,,,,,,,,,180.4,,,,,180.4
Sutphin Solar,TX,2993,3273,1,Genki,,,,,,,,,,,,49.61,,,,,49.61
Lgcy Power,UT,3012,4391,1,Genki,,,,,,,,,,,,1055.34,,,,,1055.34
Lgcy Power,CA,3014,6435,1,Genki,,,,,,,,,,,,,,,,,0
Infiniti Energy -- Cod,NJ,3018,5887,1,RyanW,,,,,,,,,,,,4.51,,,,,4.51
88887 Cnc Solar,DE,3035,0,6,RyanW,,,,,,,,,,,,360.8,,,,,360.8
Rhythm Solar Llc,NJ,3008,0,3,RyanW,,,,,,,,,,,,1082.4,1262.8,721.6,992.2,,4059
East Coast Solar Solar Llc,MA,3025,224,1,RyanW,,,,,,,,,,,,,,,,,0
**Cod** Vertical Ascent Energy,CO,3040,1875,1,Genki,,,,,,,,,,,,27.06,,,,,27.06
Arf Solar Llc,IL,3033,6640,1,Guy,,,,,,,,,,,,369.82,,,,,369.82
Conexsol Orlando Llc Dba Switc,FL,3026,5621,1,RyanW,,,,,,,,,,,,428.45,,,,,428.45
Axiom 360 Solar And Roofing,NC,3030,1132,1,RyanW,,,,,,,,,,,,360.8,,,,,360.8
Todel Construction-My State En,FL,2992,5621,1,RyanW,,,,,,,,,,,,1461.24,451,,,,1912.24
Sol Sister Solar Llc,NM,3004,148,1,Genki,,,,,,,,,,,,27.06,,,,,27.06
4205634 South Eastern Florida ,FL,3037,0,6,RyanW,,,,,,,,,,,,,,,,,0
Precision Solar Inc Cod,CA,3010,7133,1,Genki,,,,,,,,,,,,90.2,,,,,90.2
Ecoloop Construction Llp,MA,3024,0,4,RyanW,,,,,,,,,,,,,,,,,0
Lgcy Power,IN,3013,1045,1,Guy,,,,,,,,,,,,90.2,,,,,90.2
Solar Life,FL,3001,5621,1,RyanW,,,,,,,,,,,,721.6,784.74,2322.65,1984.4,,5813.39
Solar Gain Inc.,OR,3002,8808,1,Genki,,,,,,,,,,,,,,,,,0
Midwest Solars Llc,WI,3011,4664,1,Guy,,,,,,,,,,,,180.4,,,,541.2,721.6
Green Construction,MD,3020,9106,1,RyanW,,,,,,,,,,,,0,,,,,0
7253 Shippee Solar & Construct,CT,3036,0,6,RyanW,,,,,,,,,,,,902,,,,,902
Tri-City Electric,IA,2991,987,1,Guy,,,,,,,,,,,,249,,,,,249
Solarx - Cod,FL,2999,8018,1,RyanW,,,,,,,,,,,,180.4,,315.7,,,496.1
Solar Energy Systems,FL,3003,0,3,RyanW,,,,,,,,,,,,360.8,,,,,360.8
Avvio Services,OK,3031,5364,1,Guy,,,,,,,,,,,,180.4,,,,,180.4
Summit Solar Corp,NJ,2998,0,3,RyanW,,,,,,,,,,,,360.8,,,,,360.8
Gosolar Inc,IL,3021,4950,1,Guy,,,,,,,,,,,,180.4,,,270.6,,451
Elite Solar Group,FL,3023,5621,1,RyanW,,,,,,,,,,,,667.48,1172.6,2435.4,360.8,974.16,5610.44
4203838 Blue River Solar,IN,3039,0,6,Guy,,,,,,,,,,,,,,,,,0
Panel Masters Of Nj,NJ,3056,0,3,RyanW,,,,,,,,,,,,180.4,811.8,270.6,,,1262.8
Lunex Power Inc,MA,3058,0,4,RyanW,,,,,,,,,,,,415,1245,,,,1660
8946 Tsj Electrical & Communic,CA,3077,0,6,Genki,,,,,,,,,,,,,,,,,0
1595 Cape Fear Solar Systems,NC,3081,0,6,RyanW,,,,,,,,,,,,,,,,,0
120920 Green Solar Enterprises,TX,3083,0,6,Genki,,,,,,,,,,,,180.4,,,,,180.4
Solar Quote/ Subcontractor Hub,NJ,3047,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Saco,ME,3051,4422,1,RyanW,,,,,,,,,,,,,,,,,0
Infiniti Energy - Cod,NJ,3061,4598,1,RyanW,,,,,,,,,,,,4.51,,,,,4.51
Everlast Energy,MA,3067,224,1,RyanW,,,,,,,,,,,,451,,,,,451
Socal Development & Constructi,CA,3049,6435,1,Genki,,,,,,,,,,,,744.15,,,,,744.15
Evolution Solar Llc Dba Advanc,MD,3066,0,3,RyanW,,,,,,,,,,,,,1353,,902,1353,3608
"Sunrgy, Llc",TX,3044,0,2,Genki,,,,,,,,,,,,1458,388.8,,,,1846.8
4205963 Western Florida Rgo : ,TX,3078,0,6,Genki,,,,,,,,,,,,2886.4,1443.2,,,,4329.6
Srsolarnh,MA,3046,4991,1,RyanW,,,,,,,,,,,,90.2,,,,,90.2
Precision Energy Services,IA,3053,987,1,Guy,,,,,,,,,,,,,,,,,0
Joya Solar Inc,FL,3059,5621,1,RyanW,,,,,,,,,,,,541.2,1804,1082.4,811.8,,4239.4
Ethical Energy Solar,PA,3068,0,3,RyanW,,,,,,,,,,,,1353,2345.2,3247.2,,,6945.4
Central Texas Solar - Cod,TX,3072,239,1,Genki,,,,,,,,,,,,,,,,,0
4205963 Western Florida Rgo : ,FL,3079,0,6,RyanW,,,,,,,,,,,,1443.2,5051.2,20926.4,13710.4,,41131.2
4205839 Boston Rgo : Des Plain,IL,3080,0,6,Guy,,,,,,,,,,,,,,,,,0
12249 Elemental Energy Dba Ele,CO,3082,0,6,Genki,,,,,,,,,,,,,,,,,0
"[Cod] Nova Solar, Inc.",VA,3041,6408,1,RyanW,,,,,,,,,,,,360.8,,721.6,1082.4,,2164.8
"Simplicity Power, Llc",TX,3050,4391,1,Genki,,,,,,,,,,,,270.6,717.09,,,,987.69
Rivers Edge Electric,ME,3052,4422,1,RyanW,,,,,,,,,,,,,,,,,0
"Integrate Sun, Llc",TX,3060,236,1,Genki,,,,,,,,,,,,315.7,,54.12,,,369.82
Greenscape,DC,3062,9106,1,RyanW,,,,,,,,,,,,81.18,505.12,,225.5,,811.8
Green Mountain Electric Supply,NY,3063,120,1,RyanW,,,,,,,,,,,,721.6,902,1082.4,2796.2,,5502.2
Columbia Electrical Llc,WA,3070,8187,1,Genki,,,,,,,,,,,,135.3,,157.85,63.14,270.6,626.89
Absolute Power,WA,3075,8801,1,Genki,,,,,,,,,,,,,,,,,0
[Cod] Integrate Sun,MD,3042,6408,1,RyanW,,,,,,,,,,,,1894.2,2886.4,4870.8,,,9651.4
Porticade Dba Action Solar,CT,3054,4984,1,RyanW,,,,,,,,,,,,,,,,,0
Goodpwr Llc,PA,3064,5944,1,RyanW,,,,,,,,,,,,360.8,,,,,360.8
Florida Solar And Light,FL,3065,4560,1,RyanW,,,,,,,,,,,,428.45,,,,,428.45
Clean Bright Solutions,TX,3071,236,1,Genki,,,,,,,,,,,,360.8,360.8,,,,721.6
Sunwise Energy Llc,NJ,3043,8460,1,RyanW,,,,,,,,,,,,67.65,417.99,487.08,3738.79,1623.6,6335.11
Cost Adjustment,AZ,3069,8756,1,Genki,,,,,,,,,,,,,,,,,0
9291 Constructive Resource Inc,FL,3076,0,6,RyanW,,,,,,,,,,,,721.6,,,,,721.6
Pjwd Dba Soligo,FL,3055,5888,1,RyanW,,,,,,,,,,,,180.4,,,,,180.4
Axia Solar Corp,CA,3074,6552,1,Genki,,,,,,,,,,,,721.6,360.8,360.8,,,1443.2
Solar Energy Partners Llc,GA,3048,1132,1,RyanW,,,,,,,,,,,,360.8,,,,,360.8
Bryton Power,CA,3073,6435,1,Genki,,,,,,,,,,,,,,,,,0
Sunrgy,TX,3045,0,3,Genki,,,,,,,,,,,,90.2,,,,,90.2
Mack Solar,NJ,3057,0,3,RyanW,,,,,,,,,,,,270.6,,,,,270.6
Syracuse,NY,3085,0,5,RyanW,,,,,,,,,,,,,,,,,0
Sea Bright Solar Llc,CA,3095,6435,1,Genki,,,,,,,,,,,,,,,,,0
Newport Electric,MA,3099,0,4,RyanW,,,,,,,,,,,,83,,,,,83
3a Roofing,SC,3115,1132,1,RyanW,,,,,,,,,,,,202.95,,,,,202.95
*Cod* Faraday Solar,CO,3116,1875,1,Genki,,,,,,,,,,,,,,,,,0
White Label Solar Llc,CT,3084,224,1,RyanW,,,,,,,,,,,,184.91,,,,,184.91
Sunshine City Power,TX,3088,1987,1,Genki,,,,,,,,,,,,27.06,,,,,27.06
Hale Electric,ID,3105,5951,1,Genki,,,,,,,,,,,,83,,,,,83
Golden Gate Renewables,CA,3108,7953,1,Genki,,,,,,,,,,,,157.7,,,,,157.7
Solar Blocks Llc,NY,3093,0,3,RyanW,,,,,,,,,,,,180.4,360.8,,,,541.2
Genesis Solar Power Technology,KS,3109,8018,1,Guy,,,,,,,,,,,,,,,,,0
"Revision Energy, Inc.",MA,3097,4422,1,RyanW,,,,,,,,,,,,,,,,,0
Carpe Diem,FL,3114,4560,1,RyanW,,,,,,,,,,,,360.8,,,,,360.8
Supplied Energy,IL,3086,0,2,Guy,,,,,,,,,,,,,,,,,0
Skyline Solar Llc,CT,3094,4984,1,RyanW,,,,,,,,,,,,1623.6,721.6,,,,2345.2
Dna Electrical Concept Llc,TX,3110,1987,1,Genki,,,,,,,,,,,,,90.2,90.2,,,180.4
Cosmo Solaris,VA,3112,8460,1,RyanW,,,,,,,,,,,,676.5,,,,,676.5
Nedes Llc,VA,3101,236,1,RyanW,,,,,,,,,,,,360.8,,,,,360.8
Solar Pathways Energy Llc,CO,3091,2459,1,Genki,,,,,,,,,,,,,,,13.53,,13.53
Marcor Construction Solar,NY,3102,4250,1,RyanW,,,,,,,,,,,,,,,,,0
4992623 Lehigh Solar,NJ,3119,0,6,RyanW,,,,,,,,,,,,541.2,,,,,541.2
4992583 Aaa Solar Services,NJ,3120,0,6,RyanW,,,,,,,,,,,,90.2,270.6,,,,360.8
Super Powered Solar,NJ,3087,0,3,RyanW,,,,,,,,,,,,90.2,,90.2,721.6,360.8,1262.8
New Energy Solutions,CT,3100,4984,1,RyanW,,,,,,,,,,,,460.02,,,,,460.02
80543 The Powerstore Ltd,TX,3118,0,6,Genki,,,,,,,,,,,,1713.8,,,,,1713.8
